"path","functional_area","disposition","v2_destination_or_replacement","reason","required_invariant_to_preserve","migration_milestone","inspection_basis","source_lines","internal_imports","inbound_imports"
"src/ai4s_agent/custom_corpus_property_training_dataset_controlled_writer_dry_run_precheck.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","598","1","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_controlled_writer_execution_plan.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1155","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_controlled_writer_execution_plan_preflight.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1093","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_controlled_writer_execution_request.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","690","0","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_controlled_writer_execution_request_preflight.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","692","1","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_controlled_writer_value_resolution_dry_run.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1167","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_controlled_writer_value_resolution_dry_run_precheck.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","607","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_materialization_dry_run.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1130","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_materialization_dry_run_precheck.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1059","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_materialization_plan_precheck.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1228","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_materialization_planner.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1371","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_row_contract.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1535","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_row_contract_precheck.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","987","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_writer_execution_request.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1234","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_writer_execution_request_preflight.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1063","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_writer_input_binding_plan_preflight.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1209","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_writer_input_binding_planner.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1466","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_writer_value_source_manifest_planner.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1411","2","0"
"src/ai4s_agent/custom_corpus_property_training_dataset_writer_value_source_manifest_preflight.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1120","2","0"
"src/ai4s_agent/custom_corpus_real_literature_read_only_acceptance.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","548","0","0"
"src/ai4s_agent/custom_corpus_review.py","custom corpus governance","ARCHIVE","none (frozen v1 only)","Archive the v1 admission, quarantine, materialization, and training-governance chain; reuse only generic provenance concepts later.","No custom-corpus admission state machine or authority chain enters Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","354","1","0"
"src/ai4s_agent/data_layer.py","dataset, identity, and leakage validation","MIGRATE","src/molly/domains/oled/validators.py; src/molly/evidence/validation.py","Retain molecule identity, units, duplicate/conflict, trainability, and leakage checks as bounded validators.","Dataset and evidence validation is deterministic, provenance-bound, and explicit about claim level.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","651","2","0"
"src/ai4s_agent/dataset_workflow.py","dataset, identity, and leakage validation","MIGRATE","src/molly/domains/oled/validators.py; src/molly/evidence/validation.py","Retain molecule identity, units, duplicate/conflict, trainability, and leakage checks as bounded validators.","Dataset and evidence validation is deterministic, provenance-bound, and explicit about claim level.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","782","4","0"
"src/ai4s_agent/deployment.py","application and UI projection","DEFER","optional src/molly/api.py; src/molly/cli.py","Application, project, and UI surfaces are deferred until bounded contracts stabilize.","UI/API failure or absence cannot alter Core facts or approvals.","after CORE-07","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","175","3","0"
"src/ai4s_agent/document_parse_benchmark.py","document parsing","REFERENCE_ONLY","docs/v2/fixtures/ and acceptance evidence","Benchmark and live-acceptance harnesses record prior behavior and are not production v2 fetchers.","Live claims require exact external-run evidence; offline fixtures remain deterministic.","C6","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","90","1","0"
"src/ai4s_agent/document_parse_cli.py","document parsing","DEFER","optional src/molly/cli.py","CLI projection follows the document contract and is not a readiness prerequisite.","Parser acceptance does not require a CLI or UI.","after CORE-07","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","139","5","0"
"src/ai4s_agent/document_parse_corpus_live_acceptance.py","document parsing","REFERENCE_ONLY","docs/v2/fixtures/ and acceptance evidence","Benchmark and live-acceptance harnesses record prior behavior and are not production v2 fetchers.","Live claims require exact external-run evidence; offline fixtures remain deterministic.","C6","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","908","8","0"
"src/ai4s_agent/document_parse_live_acceptance.py","document parsing","REFERENCE_ONLY","docs/v2/fixtures/ and acceptance evidence","Benchmark and live-acceptance harnesses record prior behavior and are not production v2 fetchers.","Live claims require exact external-run evidence; offline fixtures remain deterministic.","C6","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1086","10","0"
"src/ai4s_agent/document_parse_mineru.py","document parsing","PLUGIN","src/molly/documents/parsers/mineru.py","MinerU remains optional and excluded from Core/minimal.","MinerU is isolated behind a parser contract and cannot become a mandatory dependency.","CORE-04","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","223","6","0"
"src/ai4s_agent/document_parse_pdfplumber.py","document parsing","PLUGIN","src/molly/documents/parsers/pdf_text.py","PDF text-layer parsing is optional and isolated behind the CanonicalDocument contract.","Parser selection is capability-based and output includes quality/provenance metadata.","CORE-04","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","114","4","0"
"src/ai4s_agent/document_parse_provider.py","document parsing","MIGRATE","src/molly/documents/canonical.py; src/molly/documents/router.py","Retain provider selection and normalization as bounded parser-router contracts.","XML/HTML core paths work without optional parser packages and preserve source locators.","CORE-04","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","252","1","0"
"src/ai4s_agent/document_parse_service.py","document parsing","MIGRATE","src/molly/documents/canonical.py; src/molly/documents/router.py","Retain provider selection and normalization as bounded parser-router contracts.","XML/HTML core paths work without optional parser packages and preserve source locators.","CORE-04","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","68","3","0"
"src/ai4s_agent/domains/__init__.py","legacy package boundary","ARCHIVE","none (frozen v1 only)","Package initialization has no independent Core v2 contract or authority.","Core v2 does not depend on legacy package initialization side effects.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1483","59","0"
"src/ai4s_agent/domains/model_registry.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","99","1","0"
"src/ai4s_agent/domains/oled.py","OLED ontology and evidence","MIGRATE","src/molly/domains/oled/; src/molly/evidence/","Retain pure OLED ontology, condition, unit, identity, and evidence semantics under bounded contracts.","A domain fact carries source locator, condition/unit semantics, claim level, and immutable input lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","85","2","0"
"src/ai4s_agent/domains/oled_baseline_backend.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","396","4","0"
"src/ai4s_agent/domains/oled_baseline_loop.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","191","1","0"
"src/ai4s_agent/domains/oled_br2_candidate_raw_dataset.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","646","6","0"
"src/ai4s_agent/domains/oled_categorical_dataset_execution.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","775","7","0"
"src/ai4s_agent/domains/oled_categorical_gold_dataset_admission.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","582","5","0"
"src/ai4s_agent/domains/oled_condition_dedup.py","OLED ontology and evidence","MIGRATE","src/molly/domains/oled/; src/molly/evidence/","Retain pure OLED ontology, condition, unit, identity, and evidence semantics under bounded contracts.","A domain fact carries source locator, condition/unit semantics, claim level, and immutable input lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","296","3","0"
"src/ai4s_agent/domains/oled_contracts.py","OLED ontology and evidence","MIGRATE","src/molly/domains/oled/; src/molly/evidence/","Retain pure OLED ontology, condition, unit, identity, and evidence semantics under bounded contracts.","A domain fact carries source locator, condition/unit semantics, claim level, and immutable input lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","222","0","0"
"src/ai4s_agent/domains/oled_curated_baseline_benchmark_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","899","2","0"
"src/ai4s_agent/domains/oled_curated_baseline_benchmark_report_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","980","3","0"
"src/ai4s_agent/domains/oled_curated_benchmark_registry_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","802","2","0"
"src/ai4s_agent/domains/oled_curated_benchmark_registry_promotion_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","739","2","0"
"src/ai4s_agent/domains/oled_curated_benchmark_registry_promotion_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","957","3","0"
"src/ai4s_agent/domains/oled_curated_benchmark_registry_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","954","3","0"
"src/ai4s_agent/domains/oled_curated_dataset_split_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","799","5","0"
"src/ai4s_agent/domains/oled_curated_dataset_view_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","903","5","0"
"src/ai4s_agent/domains/oled_curated_final_registry_global_append_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","974","2","0"
"src/ai4s_agent/domains/oled_curated_final_registry_global_append_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1225","3","0"
"src/ai4s_agent/domains/oled_curated_global_append_release_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","978","3","0"
"src/ai4s_agent/domains/oled_curated_global_append_release_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1265","4","0"
"src/ai4s_agent/domains/oled_curated_gold_view_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","747","4","0"
"src/ai4s_agent/domains/oled_curated_gold_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","696","3","0"
"src/ai4s_agent/domains/oled_curated_promoted_registry_publication_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","794","2","0"
"src/ai4s_agent/domains/oled_curated_promoted_registry_publication_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1081","3","0"
"src/ai4s_agent/domains/oled_curated_publication_candidate_final_registry_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","810","2","0"
"src/ai4s_agent/domains/oled_curated_publication_candidate_final_registry_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1124","3","0"
"src/ai4s_agent/domains/oled_curated_release_candidate_external_publication_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1145","2","0"
"src/ai4s_agent/domains/oled_curated_split_dataset_view_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","865","3","0"
"src/ai4s_agent/domains/oled_curated_split_feature_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","764","6","0"
"src/ai4s_agent/domains/oled_curated_split_feature_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1014","7","0"
"src/ai4s_agent/domains/oled_curated_split_training_package_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","870","2","0"
"src/ai4s_agent/domains/oled_curated_split_training_package_writer.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1020","3","0"
"src/ai4s_agent/domains/oled_curated_training_package_backend_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","931","2","0"
